SpecificConductivity,SampleID,Ablabesmyia,Acentrella,Acerpenna,Acroneuria,Agapetus,Allocapnia,Alloperla,Ameletus,Amphinemura,Anopheles,Antocha,Asellus,Atherix,Atrichopogon,Baetis,Baetisca,Bezzia,Boyeria,Brachypremna,Brillia,Caecidotea,Caenis,Cambarus,Cardiocladius,Centroptilum,Ceratopsyche,Chaetocladius,Chelifera,Cheumatopsyche,Chimarra,Chrysops,Cinygmula,Cladotanytarsus,Clinocera,Clioperla,Conchapelopia,Cordulegaster,Corydalus,Corynoneura,Crangonyx,Cricotopus,Cryptochironomus,Cultus,Dasyhelea,Demicryptochironomus,Diamesa,Dicranota,Dicrotendipes,Diphetor,Diplectrona,Diplocladius,Diploperla,Dixa,Dolophilodes,Drunella,Dubiraphia,Eccoptura,Ectopria,Epeorus,Ephemera,Ephemerella,Eukiefferiella,Eurylophella,Gammarus,Glossosoma,Goera,Haploperla,Heleniella,Helichus,Hemerodromia,Heptagenia,Hexatoma,Hydroporus,Hydropsyche,Hydroptila,Isonychia,Isoperla,Krenopelopia,Krenosmittia,Lanthus,Larsia,Lepidostoma,Leptophlebia,Leucrocuta,Leuctra,Limnophila,Limnophyes,Limonia,Lirceus,Lype,Maccaffertium,Macronychus,Malirekus,Microcylloepus,Micropsectra,Microtendipes,Microvelia,Molophilus,Natarsia,Neophylax,Neureclipsis,Nigronia,Nilotanypus,Nixe,Ochrotrichia,Optioservus,Orconectes,Ormosia,Orthocladius,Oulimnius,Pagastia,Paracapnia,Parachaetocladius,Paracladopelma,Paragnetina,Parakiefferiella,Paraleptophlebia,Parametriocnemus,Paraphaenocladius,Paratanytarsus,Peltoperla,Perlesta,Phaenopsectra,Physella,Pisidium,Platysmittia,Plauditus,Polycentropus,Polypedilum,Potthastia,Procladius,Procloeon,Promoresia,Prosimulium,Prostoia,Psephenus,Pseudochironomus,Pseudolimnophila,Pseudorthocladius,Psilometriocnemus,Psychomyia,Pteronarcys,Pycnopsyche,Remenus,Rhagovelia,Rheocricotopus,Rheopelopia,Rheotanytarsus,Rhyacophila,Serratella,Sialis,Simulium,Stempellina,Stempellinella,Stenacron,Stenelmis,Stenonema,Strophopteryx,Stylogomphus,Sublettea,Sweltsa,Tabanus,Taeniopteryx,Tallaperla,Tanytarsus,Thienemanniella,Thienemannimyia,Timpanoga,Tipula,Tribelos,Tvetenia,Utaperla,Wormaldia,Yugus,Zavrelia,Zavrelimyia
423,51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004651163,0,0,0,0.013953488,0,0,0,0.004651163,0,0,0.446511628,0,0,0,0,0,0,0,0,0.004651163,0,0,0,0,0,0,0,0,0,0.004651163,0,0,0,0,0,0,0,0.03255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004651163,0,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0.009302326,0,0,0,0,0,0,0.018604651,0,0,0,0.009302326,0,0,0,0,0,0.004651163,0,0,0,0.013953488,0,0,0,0,0,0,0,0,0,0,0,0.013953488,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013953488,0,0,0,0,0,0,0.046511628,0.227906977,0,0,0,0,0,0,0,0,0.013953488,0,0.051162791,0,0,0,0,0,0,0,0,0
973,51059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087155963,0,0,0,0,0,0,0.009174312,0,0,0,0.004587156,0,0,0.357798165,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0.013761468,0.004587156,0,0,0,0,0,0,0,0,0,0.013761468,0,0,0,0,0,0,0.004587156,0,0.004587156,0,0.004587156,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077981651,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0.009174312,0,0.04587156,0,0,0,0.013761468,0,0.004587156,0.004587156,0.229357798,0,0,0,0,0,0,0,0,0.02293578,0,0.036697248,0,0,0,0,0,0,0,0,0
1408,51060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154589372,0,0,0.512077295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053140097,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0.009661836,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0.028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0.019323671,0,0.004830918,0,0.014492754,0,0,0,0,0,0,0,0,0.004830918,0,0.014492754,0,0.004830918,0,0,0,0,0,0,0
1489,51062,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0.004901961,0,0,0,0,0,0,0.009803922,0,0,0,0.078431373,0,0,0.12745098,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0.019607843,0.019607843,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0.004901961,0,0,0,0.004901961,0,0,0,0,0,0.019607843,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0.004901961,0.009803922,0,0,0,0.367647059,0,0,0.014705882,0.004901961,0,0,0,0,0.009803922,0.004901961,0.019607843,0,0,0,0,0,0,0,0,0
974,51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295918367,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306122,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37755102,0.005102041,0,0,0,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0,0,0,0
1304,51065,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0.038647343,0,0,0,0.038647343,0,0,0.057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0.004830918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0.811594203,0,0,0,0,0,0,0,0,0,0,0,0,0.009661836,0,0,0,0,0,0,0
1496,51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473684,0,0.005263158,0.4,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,0.021052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0.010526316,0.005263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0,0.005263158,0,0,0,0,0
1077,51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035532995,0,0,0,0,0,0,0.005076142,0,0,0,0.152284264,0,0.010152284,0.137055838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060913706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005076142,0.065989848,0,0,0,0,0,0,0,0,0,0,0,0,0.005076142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025380711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040609137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152284,0,0,0,0.30964467,0,0,0,0,0,0,0,0,0,0,0.030456853,0,0.005076142,0,0,0,0,0,0,0
799,51075,0,0,0,0.004273504,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0.004273504,0.008547009,0,0,0,0.004273504,0,0,0.230769231,0.068376068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004273504,0,0,0,0,0,0.004273504,0,0,0,0,0,0,0,0.004273504,0,0.004273504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.034188034,0,0,0,0,0,0,0,0,0,0.008547009,0.004273504,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260683761,0,0,0.004273504,0,0,0,0,0,0,0,0.05982906,0,0,0,0,0,0,0,0,0
1036,51076,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0.179824561,0,0,0,0,0,0,0,0,0,0,0.096491228,0,0,0.495614035,0.039473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0,0.013157895,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070175439,0.004385965,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0
596,51079,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0,0,0.009708738,0,0,0,0,0,0,0.019417476,0,0,0,0.087378641,0,0,0.402912621,0.009708738,0,0,0,0,0,0,0,0.004854369,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048543689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0.019417476,0.019417476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048543689,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0.09223301,0,0,0,0,0,0,0.019417476,0.131067961,0,0,0,0,0,0,0,0,0.004854369,0,0.004854369,0,0,0,0,0,0,0,0,0
1783,51081,0,0,0,0,0,0,0,0,0,0,0.014423077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014423077,0,0,0.230769231,0.014423077,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028846154,0,0,0,0.038461538,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0.004807692,0,0,0.033653846,0,0,0,0,0,0,0,0,0,0,0,0.100961538,0,0,0,0,0,0,0,0,0,0,0.033653846,0,0,0,0,0,0,0.014423077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0.322115385,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0.009615385,0,0.004807692,0,0,0,0,0
1859,51083,0,0,0,0,0,0,0,0,0,0,0.008733624,0,0,0,0.052401747,0,0,0.008733624,0,0,0,0,0,0,0,0,0,0,0.384279476,0.008733624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0.052401747,0.026200873,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0.013100437,0,0,0,0,0,0,0,0,0,0,0,0.069868996,0,0,0,0,0,0.004366812,0,0,0,0,0.013100437,0,0,0,0,0,0,0.034934498,0,0,0,0,0,0,0,0,0,0,0,0.008733624,0,0,0,0.008733624,0,0,0,0.187772926,0,0,0,0.008733624,0,0,0,0,0,0,0.03930131,0,0.013100437,0,0,0,0,0,0,0
197,51084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0.00990099,0,0,0,0,0,0,0.430693069,0.01980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0,0,0,0,0.004950495,0,0,0,0,0,0,0,0,0,0.069306931,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0,0,0,0,0,0.024752475,0,0,0,0,0,0,0.02970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0.277227723,0.014851485,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0
608,51085,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0.004878049,0.024390244,0,0,0,0,0,0,0.365853659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053658537,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0.004878049,0,0,0,0,0,0,0.087804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224390244,0.141463415,0,0,0,0,0,0,0,0,0,0.014634146,0,0,0,0,0,0,0,0,0
777,51087,0,0,0,0,0,0,0,0,0,0,0.019417476,0,0,0,0.213592233,0,0,0,0,0,0,0,0,0,0,0.024271845,0,0,0.17961165,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033980583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0.04368932,0.014563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0.009708738,0,0.004854369,0,0.033980583,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0.009708738,0.004854369,0,0,0,0,0,0,0.029126214,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0.014563107,0,0,0.014563107,0.266990291,0.024271845,0,0,0,0,0,0,0,0,0,0.019417476,0,0,0,0,0,0,0,0,0
1513,51088,0,0,0,0,0,0,0,0,0,0,0.004484305,0,0,0,0.01793722,0,0,0,0,0,0,0.004484305,0,0,0,0.031390135,0,0,0.443946188,0.107623318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004484305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896861,0,0.01793722,0.013452915,0,0,0,0,0,0,0,0,0,0.00896861,0,0,0,0,0,0,0,0,0.004484305,0,0,0,0,0,0,0,0.004484305,0,0,0,0.107623318,0,0,0,0,0,0,0,0,0,0,0,0.013452915,0,0,0,0,0,0,0,0,0,0,0.013452915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165919283,0,0,0,0,0,0,0,0,0,0,0.004484305,0,0,0,0.004484305,0,0,0,0,0
1864,51089,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184466019,0,0,0.383495146,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121359223,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0.024271845,0,0,0,0,0,0,0,0,0,0,0.116504854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024271845,0,0,0,0,0,0,0,0,0.009708738,0,0.014563107,0,0,0,0,0,0,0,0,0
122,51092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015228426,0,0,0,0,0,0,0.172588832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015228426,0,0,0,0,0,0,0,0.005076142,0,0,0.005076142,0,0,0.040609137,0,0,0,0,0,0,0,0,0,0,0,0,0.065989848,0,0,0,0,0,0.121827411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137055838,0,0,0,0,0,0,0.005076142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005076142,0,0,0,0,0,0,0.005076142,0,0.015228426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020304569,0.324873096,0.005076142,0,0,0,0.005076142,0,0,0,0,0,0.010152284,0,0.005076142,0,0,0,0,0,0,0.005076142
474,51094,0,0,0,0,0,0,0,0,0,0,0.004273504,0,0,0,0.252136752,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0.209401709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0.017094017,0.008547009,0,0,0,0,0,0,0,0,0,0.004273504,0,0,0,0,0,0.004273504,0,0,0,0,0,0,0,0,0,0,0.004273504,0,0,0,0.08974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311965812,0,0,0,0,0,0,0,0,0.004273504,0,0,0,0,0,0,0,0,0,0,0
526,51095,0,0,0,0,0,0,0,0,0,0,0.007782101,0,0,0,0.038910506,0,0,0,0,0,0,0,0,0,0,0.093385214,0,0,0.39688716,0,0,0,0,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891051,0.035019455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108949416,0,0,0,0,0.027237354,0,0,0,0,0,0,0,0,0,0.011673152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046692607,0,0,0,0,0,0,0.011673152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891051,0.182879377,0,0,0,0.003891051,0,0,0,0,0,0,0.015564202,0,0,0,0,0,0,0,0,0
962,51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04245283,0,0,0.509433962,0,0,0,0,0,0,0,0,0,0,0,0,0.004716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066037736,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028301887,0,0,0,0,0,0,0,0,0,0,0.099056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16509434,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0.009433962,0,0.023584906,0,0,0,0,0,0,0,0,0
1045,51098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03286385,0,0,0,0,0,0,0.004694836,0,0,0,0.004694836,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0.009389671,0,0.009389671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0.051643192,0,0,0,0,0,0,0,0,0,0,0,0.0657277,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136150235,0,0,0,0,0,0,0,0,0.004694836,0,0.009389671,0,0,0,0,0,0,0,0,0
724,51099,0,0,0,0,0,0,0,0,0,0,0.004329004,0,0,0,0.29004329,0,0,0,0,0,0,0,0,0,0,0.008658009,0,0,0.272727273,0.008658009,0,0,0,0,0,0,0,0,0.004329004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004329004,0,0,0,0,0.004329004,0,0,0,0,0,0,0,0,0,0.004329004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0.017316017,0,0,0,0,0,0,0,0,0,0,0,0.017316017,0,0,0,0,0,0,0,0.16017316,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0
711,51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084507042,0,0,0.004694836,0,0,0,0.079812207,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037558685,0,0,0,0,0,0,0,0.009389671,0,0.018779343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023474178,0,0,0,0,0,0,0,0,0,0.009389671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403755869,0,0.004694836,0,0,0,0,0.009389671,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0.051643192,0,0,0,0,0,0,0,0,0.070422535,0.004694836,0.023474178,0,0,0.056338028,0,0,0,0,0,0
369,51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063414634,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0.097560976,0,0.004878049,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0.004878049,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0.014634146,0,0.004878049,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634146,0,0,0,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307317073,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0.004878049,0,0.019512195,0,0,0,0,0,0,0,0.190243902,0.004878049,0,0,0,0,0,0,0,0.014634146,0,0.07804878,0,0,0,0,0,0,0,0,0
858,51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315533981,0,0,0,0,0,0,0.087378641,0,0,0,0,0,0,0.058252427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063106796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038834951,0,0,0,0,0,0,0,0,0,0.029126214,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0,0,0,0,0,0.04368932,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0.27184466,0,0,0,0,0,0,0,0,0.004854369,0,0.033980583,0,0,0,0,0,0,0,0,0
674,51109,0,0,0,0,0,0,0,0,0,0,0.003745318,0,0,0,0.074906367,0,0,0,0,0,0,0,0,0,0,0.003745318,0,0,0.464419476,0.202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007490637,0,0.003745318,0,0.026217228,0,0,0,0,0,0,0,0,0.003745318,0,0,0,0,0,0.026217228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026217228,0,0,0,0,0,0,0,0,0,0,0,0.007490637,0,0,0,0.003745318,0,0,0,0,0,0,0.007490637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112359551,0,0,0,0,0,0,0,0,0,0,0.014981273,0,0,0,0,0,0,0,0,0
163,51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169154229,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0.154228856,0.024875622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034825871,0,0.009950249,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054726368,0,0,0,0,0.004975124,0,0,0,0,0,0.004975124,0,0,0,0.104477612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034825871,0,0,0,0,0,0,0.164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0.199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030456853,0,0,0,0,0,0,0,0,0,0,0.040609137,0,0,0.050761421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050761421,0,0.005076142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005076142,0,0,0,0,0,0,0,0,0,0.015228426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152284,0,0,0,0.751269036,0,0,0.005076142,0,0,0,0,0,0,0,0.005076142,0,0,0,0,0,0,0,0,0
